seconds_elapsed,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
3.07,-0.26,-0.00,-9.11,0.00,-0.01,0.10
3.12,-0.33,-0.21,-9.13,0.02,-0.00,0.09
3.18,-0.23,-0.12,-9.14,0.01,0.01,-0.02
3.23,-0.32,-0.26,-9.16,0.01,0.03,-0.00
3.29,-0.26,-0.09,-9.14,0.01,0.02,-0.03
3.34,-0.18,-0.17,-9.12,0.02,0.02,-0.03
3.40,-0.06,0.06,-9.13,0.04,-0.02,-0.03
3.46,-0.14,-0.47,-9.19,0.01,0.05,-0.10
3.51,-0.20,-0.05,-9.15,0.02,-0.06,0.03
3.57,-0.34,0.05,-9.13,0.02,-0.03,0.08
3.62,-0.25,0.01,-9.13,0.01,0.05,-0.01
3.68,-0.25,0.02,-9.14,0.02,-0.01,-0.01
3.73,-0.28,0.02,-9.14,0.02,0.00,-0.01
3.79,-0.26,0.00,-9.14,0.02,0.00,-0.00
3.84,-0.28,-0.01,-9.14,0.02,-0.01,-0.00
3.90,-0.28,0.01,-9.15,0.01,0.03,-0.00
3.96,-0.27,-0.00,-9.16,0.02,-0.01,0.04
4.01,-0.27,0.00,-9.16,0.01,-0.00,0.03
4.07,-0.31,0.01,-9.14,0.01,0.00,0.00
4.12,-0.28,-0.01,-9.14,0.02,0.01,-0.00
4.18,-0.29,0.02,-9.16,0.02,-0.01,-0.01
4.23,-0.29,0.02,-9.14,0.02,-0.02,-0.01
4.29,-0.33,0.03,-9.15,0.01,-0.02,-0.01
4.34,-0.34,-0.00,-9.14,0.01,0.01,-0.02
4.40,-0.29,0.03,-9.13,0.00,0.01,-0.04
4.46,-0.31,0.01,-9.13,0.01,-0.01,-0.05
4.51,-0.32,-0.01,-9.16,0.02,-0.05,-0.02
4.57,-0.39,0.04,-9.12,0.02,0.00,-0.01
4.62,-0.32,-0.01,-9.15,0.01,0.02,-0.00
4.68,-0.38,0.02,-9.09,0.02,-0.04,-0.01
4.74,-0.34,0.01,-9.13,0.01,0.02,-0.01
4.79,-0.39,0.02,-9.11,0.02,-0.04,-0.01
4.85,-0.40,0.00,-9.11,0.02,-0.01,-0.00
4.90,-0.41,0.01,-9.12,0.03,-0.03,0.00
4.96,-0.40,-0.00,-9.12,0.02,0.03,-0.01
5.01,-0.42,0.01,-9.14,0.02,0.02,-0.01
5.07,-0.38,0.02,-9.12,0.02,0.02,-0.01
5.12,-0.40,0.00,-9.11,0.02,0.03,-0.00
5.18,-0.36,-0.00,-9.14,0.01,0.04,-0.01
5.24,-0.34,0.02,-9.14,0.01,0.06,-0.01
5.29,-0.29,0.01,-9.11,0.02,0.05,-0.01
5.35,-0.28,0.00,-9.13,0.02,0.04,-0.01
5.40,-0.26,0.02,-9.13,0.02,0.03,-0.01
5.46,-0.26,-0.01,-9.14,0.02,0.04,-0.01
5.51,-0.23,-0.02,-9.13,0.02,0.01,-0.01
5.57,-0.22,-0.01,-9.15,0.02,0.01,-0.01
5.63,-0.23,0.00,-9.15,0.02,0.02,-0.01
5.68,-0.24,-0.02,-9.13,0.02,0.01,-0.00
5.74,-0.22,-0.00,-9.13,0.02,0.01,-0.01
5.79,-0.24,-0.00,-9.15,0.02,-0.02,-0.01
5.85,-0.27,-0.01,-9.15,0.02,-0.00,-0.01
5.90,-0.23,-0.01,-9.17,0.02,0.00,-0.01
5.96,-0.22,0.02,-9.15,0.02,-0.00,-0.01
6.01,-0.27,0.01,-9.12,0.02,-0.00,-0.01
6.07,-0.26,-0.00,-9.16,0.02,-0.01,-0.01
6.13,-0.26,0.00,-9.11,0.01,0.01,-0.01
6.18,-0.26,-0.02,-9.12,0.02,-0.00,-0.01
6.24,-0.24,-0.02,-9.13,0.01,0.01,-0.01
6.29,-0.26,-0.01,-9.16,0.02,-0.01,-0.01
6.35,-0.27,-0.01,-9.14,0.02,0.01,-0.01
6.41,-0.26,-0.00,-9.15,0.02,0.00,-0.01
6.46,-0.25,0.02,-9.14,0.01,0.00,-0.01
6.52,-0.26,-0.02,-9.15,0.01,0.01,-0.01
6.57,-0.28,0.00,-9.16,0.02,-0.01,-0.01
6.63,-0.25,0.00,-9.14,0.01,0.01,-0.01
6.68,-0.25,-0.01,-9.16,0.02,-0.01,-0.01
6.74,-0.29,0.01,-9.13,0.02,0.01,-0.01
6.79,-0.26,-0.00,-9.13,0.01,0.01,-0.01
6.85,-0.29,0.01,-9.16,0.01,0.00,-0.01
6.91,-0.28,-0.00,-9.17,0.01,0.01,-0.01
6.96,-0.27,0.01,-9.15,0.02,-0.00,-0.01
7.02,-0.29,-0.01,-9.14,0.01,0.02,-0.01
7.07,-0.26,0.02,-9.16,0.01,0.01,-0.01
7.13,-0.25,0.00,-9.15,0.01,0.01,-0.01
7.18,-0.24,0.02,-9.12,0.01,0.02,-0.01
7.24,-0.28,-0.01,-9.14,0.02,0.00,-0.01
7.30,-0.25,0.01,-9.17,0.01,0.01,-0.01
7.35,-0.26,-0.00,-9.17,0.02,-0.00,-0.01
7.41,-0.25,0.02,-9.14,0.01,0.01,-0.01
7.46,-0.26,0.00,-9.11,0.02,-0.00,-0.01
7.52,-0.25,0.01,-9.13,0.02,0.00,-0.01
7.57,-0.26,-0.00,-9.15,0.02,-0.01,-0.01
7.63,-0.29,0.01,-9.13,0.02,-0.00,-0.00
7.69,-0.26,0.01,-9.15,0.02,0.00,-0.01
7.74,-0.28,-0.00,-9.15,0.02,-0.00,-0.01
7.80,-0.28,0.01,-9.13,0.02,-0.00,-0.01
7.85,-0.28,0.02,-9.13,0.01,0.01,-0.01
7.91,-0.26,0.00,-9.17,0.02,-0.01,-0.00
7.96,-0.27,-0.01,-9.10,0.04,-0.06,0.17
8.02,-0.27,0.02,-9.15,0.00,0.15,0.01
8.07,-0.14,-0.02,-9.19,0.02,0.34,-0.02
8.13,-0.05,0.02,-9.15,0.02,0.09,-0.03
8.19,0.03,0.01,-9.17,0.02,0.14,-0.03
8.24,0.11,0.02,-9.16,0.01,0.13,-0.03
8.30,0.16,0.05,-9.15,0.00,-0.00,-0.02
8.35,0.12,0.05,-9.19,0.01,0.02,-0.02
8.41,0.13,0.06,-9.19,0.00,-0.01,-0.01
8.46,-0.09,0.08,-9.29,0.01,-0.23,-0.00
8.52,-0.04,0.06,-9.16,0.02,-0.05,-0.02
8.58,-0.05,0.06,-9.14,0.02,-0.04,-0.03
8.63,-0.09,0.08,-9.16,0.02,-0.01,-0.02
8.69,-0.08,0.06,-9.14,0.02,-0.04,-0.02
8.74,-0.09,0.10,-9.15,0.02,0.02,-0.02
8.80,-0.09,0.06,-9.15,0.01,0.01,-0.01
8.85,-0.07,0.06,-9.15,0.01,0.01,-0.01
8.91,-0.08,0.05,-9.17,0.02,0.00,-0.01
8.97,-0.08,0.08,-9.14,0.02,0.00,-0.01
9.02,-0.06,0.06,-9.14,0.02,0.01,-0.01
9.08,-0.06,0.06,-9.13,0.02,0.00,-0.01
9.13,-0.09,0.04,-9.16,0.02,0.01,-0.01
9.19,-0.07,0.04,-9.14,0.02,0.00,-0.01
9.24,-0.08,0.05,-9.15,0.02,0.01,-0.00
9.30,-0.07,0.05,-9.14,0.02,0.00,-0.01
9.35,-0.08,0.05,-9.13,0.02,0.00,-0.01
9.41,-0.07,0.05,-9.14,0.02,0.00,-0.01
9.47,-0.07,0.05,-9.16,0.02,0.00,-0.01
9.52,-0.06,0.04,-9.14,0.02,0.01,-0.01
9.58,-0.10,0.04,-9.16,0.02,-0.00,-0.01
9.63,-0.09,0.03,-9.13,0.02,0.01,-0.01
9.69,-0.06,0.03,-9.15,0.02,0.01,-0.01
9.74,-0.09,0.05,-9.15,0.02,-0.00,-0.01
9.80,-0.09,0.05,-9.13,0.02,0.00,-0.01
9.86,-0.08,0.03,-9.16,0.02,0.01,-0.01
9.91,-0.08,0.03,-9.12,0.02,0.01,-0.01
9.97,-0.09,0.05,-9.14,0.02,0.00,-0.01
10.02,-0.07,0.06,-9.14,0.02,0.00,-0.01
10.08,-0.08,0.03,-9.14,0.02,0.01,-0.01
10.13,-0.08,0.04,-9.15,0.02,0.00,-0.01
10.19,-0.06,0.04,-9.13,0.01,0.01,-0.01
10.25,-0.10,0.05,-9.15,0.01,0.00,-0.01
10.30,-0.07,0.05,-9.14,0.01,0.00,-0.01
10.36,-0.07,0.05,-9.14,0.01,0.00,-0.01
10.41,-0.08,0.04,-9.13,0.02,0.00,-0.01
10.47,-0.10,0.05,-9.15,0.01,0.01,-0.01
10.52,-0.09,0.03,-9.16,0.02,0.01,-0.01
10.58,-0.07,0.05,-9.17,0.01,0.00,-0.01
10.64,-0.09,0.04,-9.15,0.02,0.01,-0.01
10.69,-0.08,0.03,-9.13,0.02,0.00,-0.01
10.75,-0.11,0.05,-9.17,0.01,0.00,-0.01
10.80,-0.09,0.03,-9.15,0.02,0.01,-0.01
10.86,-0.08,0.03,-9.14,0.01,0.00,-0.01
10.91,-0.09,0.03,-9.16,0.01,0.00,-0.01
10.97,-0.09,0.04,-9.13,0.02,0.00,-0.01
11.02,-0.10,0.04,-9.14,0.01,0.00,-0.01
11.08,-0.07,0.03,-9.13,0.02,0.00,-0.01
