seconds_elapsed,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
2.40,-1.29,-0.42,-9.12,-0.07,-0.54,-0.03
2.45,-1.39,0.26,-9.03,0.00,-0.27,-0.02
2.51,-2.34,0.33,-9.10,0.02,0.25,-0.16
2.56,-1.71,-1.05,-8.98,0.03,1.30,0.25
2.62,-0.24,-0.14,-9.22,0.10,0.02,0.14
2.68,0.93,1.19,-9.02,0.05,0.22,-0.04
2.73,0.64,0.02,-9.19,0.01,-0.04,-0.05
2.79,-0.38,0.14,-9.18,0.06,-0.02,-0.13
2.84,-0.91,-0.53,-9.15,0.07,-0.00,-0.07
2.90,-0.71,1.05,-9.16,0.04,-0.01,0.09
2.95,0.99,11.54,-9.35,0.05,-0.03,0.49
3.01,-0.42,1.32,-8.96,0.01,0.04,-0.09
3.07,-0.12,2.14,-9.22,-0.00,0.05,-0.06
3.12,-0.50,0.25,-9.09,0.07,-0.08,-0.16
3.18,-0.47,0.02,-9.16,0.00,0.05,-0.02
3.23,-0.24,0.01,-9.14,-0.01,0.05,-0.02
3.29,-0.22,0.00,-9.15,0.02,-0.01,-0.00
3.34,-0.28,-0.04,-9.17,0.03,-0.03,0.03
3.40,-0.27,-0.01,-9.13,0.02,0.01,0.01
3.46,-0.28,-0.03,-9.13,0.01,0.02,-0.01
3.51,-0.24,0.04,-9.21,-0.01,0.04,-0.06
3.57,-0.21,-0.01,-9.15,0.02,-0.01,-0.00
3.62,-0.25,0.00,-9.12,0.02,0.00,0.03
3.68,-0.23,-0.01,-9.16,0.01,0.02,0.02
3.73,-0.23,0.01,-9.18,0.02,0.00,0.01
3.79,-0.22,0.00,-9.14,0.02,0.01,-0.01
3.85,-0.29,-0.03,-9.19,-0.01,0.05,0.04
3.90,-0.10,0.05,-9.17,0.01,0.01,0.00
3.96,-0.22,-0.02,-9.13,0.01,0.01,0.04
4.01,-0.23,0.01,-9.16,0.01,0.04,0.00
4.07,-0.13,0.01,-9.16,0.02,0.00,0.06
4.12,-0.15,0.01,-9.20,0.02,-0.01,0.02
4.18,-0.18,0.02,-9.11,0.02,-0.00,0.01
4.23,-0.19,0.03,-9.14,0.01,0.01,-0.00
4.29,-0.19,0.02,-9.19,0.01,0.01,-0.01
4.35,-0.17,0.04,-9.15,0.01,0.01,-0.01
4.40,-0.20,0.03,-9.16,0.01,0.01,-0.01
4.46,-0.18,0.07,-9.21,0.02,0.00,-0.01
4.51,-0.20,0.01,-9.13,0.02,0.00,-0.01
4.57,-0.16,0.04,-9.15,0.02,0.00,-0.01
4.62,-0.18,0.04,-9.14,0.03,-0.01,-0.00
4.68,-0.20,0.03,-9.13,0.03,-0.02,0.03
4.74,-0.22,0.02,-9.16,0.02,0.01,0.02
4.79,-0.18,0.04,-9.15,0.01,0.02,-0.01
4.85,-0.20,-0.01,-9.13,0.03,-0.01,-0.00
4.90,-0.20,0.05,-9.12,0.01,0.02,-0.01
4.96,-0.13,0.05,-9.09,0.01,0.02,0.08
5.01,-0.15,0.02,-9.14,0.02,-0.00,-0.00
5.07,-0.19,0.03,-9.15,0.02,-0.01,-0.00
5.13,-0.19,0.02,-9.14,0.02,0.01,-0.00
5.18,-0.17,0.05,-9.14,0.01,0.02,-0.01
5.24,-0.18,0.00,-9.13,0.02,0.00,-0.01
5.29,-0.20,0.04,-9.14,0.02,-0.00,-0.01
5.35,-0.20,0.01,-9.17,0.02,0.00,-0.01
5.40,-0.19,0.05,-9.16,0.02,0.01,-0.01
5.46,-0.18,0.03,-9.19,0.01,0.01,-0.01
5.51,-0.20,0.03,-9.17,0.02,0.01,-0.01
5.57,-0.20,0.04,-9.16,0.02,0.00,-0.01
5.63,-0.21,0.02,-9.17,0.02,-0.00,-0.00
5.68,-0.19,0.02,-9.12,0.02,-0.00,-0.01
5.74,-0.20,0.04,-9.16,0.02,0.01,-0.01
5.79,-0.20,0.02,-9.14,0.02,0.01,-0.01
5.85,-0.19,0.05,-9.15,0.02,0.01,-0.01
5.90,-0.19,0.03,-9.15,0.02,0.01,-0.01
5.96,-0.21,0.01,-9.13,0.02,0.00,-0.01
6.02,-0.20,0.03,-9.16,0.02,-0.00,-0.01
6.07,-0.20,0.03,-9.16,0.02,0.00,-0.01
6.13,-0.18,0.02,-9.13,0.02,0.00,-0.01
6.18,-0.22,0.03,-9.20,0.02,-0.00,-0.01
6.24,-0.19,0.02,-9.15,0.02,-0.00,-0.00
6.29,-0.20,0.05,-9.16,0.02,0.01,-0.00
6.35,-0.20,0.03,-9.15,0.02,0.01,-0.01
6.41,-0.19,0.03,-9.14,0.02,0.01,-0.01
6.46,-0.18,0.02,-9.17,0.02,0.01,-0.01
6.52,-0.19,0.03,-9.14,0.02,0.00,-0.01
6.57,-0.20,0.03,-9.13,0.01,0.01,-0.01
6.63,-0.18,0.03,-9.15,0.01,0.00,-0.01
6.68,-0.19,0.04,-9.14,0.02,0.00,-0.01
6.74,-0.21,0.03,-9.14,0.01,0.01,-0.01
6.79,-0.21,0.02,-9.15,0.01,0.01,-0.01
6.85,-0.07,-0.03,-9.10,0.00,0.03,-0.05
6.91,-0.19,0.02,-9.14,0.02,0.01,-0.03
6.96,-0.18,0.03,-9.17,0.02,0.01,-0.00
7.02,-0.19,0.03,-9.16,0.02,-0.00,-0.00
7.07,-0.20,0.08,-9.14,0.02,0.01,0.31
7.13,-0.17,0.05,-9.14,0.02,0.00,-0.00
7.18,-0.17,0.04,-9.15,0.02,0.01,-0.01
7.24,-0.18,0.06,-9.15,0.02,0.01,-0.01
7.30,-0.19,0.04,-9.17,0.02,0.00,-0.01
7.35,-0.18,0.05,-9.17,0.02,0.00,-0.01
7.41,-0.16,0.03,-9.12,0.02,0.01,-0.01
7.46,-0.19,0.04,-9.14,0.02,0.00,-0.01
7.52,-0.18,0.04,-9.11,0.02,0.00,-0.01
7.57,-0.19,0.05,-9.14,0.02,0.00,-0.01
7.63,-0.18,0.04,-9.16,0.02,0.00,-0.01
7.69,-0.18,0.05,-9.13,0.02,-0.00,-0.01
7.74,-0.16,0.03,-9.18,0.02,-0.00,-0.01
7.80,-0.19,0.01,-9.13,0.02,0.01,-0.01
7.85,-0.18,0.03,-9.13,0.02,0.01,-0.01
7.91,-0.19,0.04,-9.15,0.01,0.01,-0.01
7.96,-0.18,0.02,-9.13,0.01,0.01,-0.01
8.02,-0.17,0.02,-9.16,0.02,0.01,-0.01
8.07,-0.18,0.07,-9.15,0.02,0.00,-0.00
8.13,-0.18,0.02,-9.14,0.02,0.01,-0.01
8.19,-0.18,0.04,-9.11,0.02,0.01,-0.01
8.24,-0.17,0.04,-9.16,0.02,0.01,-0.01
8.30,-0.17,0.02,-9.14,0.02,0.00,-0.01
8.35,-0.17,0.04,-9.16,0.02,0.01,-0.01
8.41,-0.16,0.03,-9.18,0.02,0.00,-0.01
8.46,-0.16,0.03,-9.12,0.02,0.01,-0.01
8.52,-0.16,0.03,-9.14,0.02,0.01,-0.01
8.58,-0.16,0.05,-9.16,0.02,0.01,-0.01
8.63,-0.16,0.04,-9.15,0.02,0.01,-0.01
8.69,-0.20,0.04,-9.14,0.02,0.01,-0.01
8.74,-0.18,0.02,-9.16,0.02,0.00,-0.01
8.80,-0.16,0.03,-9.11,0.02,0.01,-0.01
8.85,-0.17,0.04,-9.14,0.02,0.01,-0.01
8.91,-0.17,0.05,-9.17,0.02,0.00,-0.01
8.97,-0.17,0.02,-9.13,0.02,0.00,-0.01
9.02,-0.16,0.05,-9.16,0.01,0.01,-0.01
9.08,-0.16,0.04,-9.17,0.02,0.00,-0.01
9.13,-0.17,0.03,-9.11,0.02,0.00,-0.01
9.19,-0.18,0.05,-9.17,0.02,0.01,-0.01
9.24,-0.19,0.05,-9.14,0.02,0.01,-0.01
9.30,-0.16,0.01,-9.15,0.02,0.00,-0.01
9.35,-0.16,0.06,-9.17,0.02,0.00,-0.01
9.41,-0.16,0.02,-9.15,0.01,0.01,-0.01
9.47,-0.19,0.03,-9.18,0.02,0.00,-0.01
9.52,-0.18,0.06,-9.14,0.01,0.01,-0.01
9.58,-0.17,0.03,-9.16,0.02,0.01,-0.01
9.63,-0.17,0.04,-9.17,0.02,0.01,-0.01
9.69,-0.18,0.04,-9.15,0.02,0.01,-0.01
9.75,-0.18,0.05,-9.12,0.02,0.00,-0.01
9.80,-0.18,0.05,-9.12,0.02,0.00,-0.01
9.86,-0.17,0.05,-9.11,0.02,0.01,-0.01
9.91,-0.16,0.04,-9.13,0.02,0.00,-0.01
9.97,-0.17,0.04,-9.14,0.02,0.01,-0.01
10.02,-0.15,0.04,-9.20,0.02,0.01,-0.01
10.08,-0.16,0.03,-9.12,0.02,-0.00,-0.01
10.14,-0.20,0.04,-9.15,0.02,0.00,-0.01
10.19,-0.17,0.03,-9.14,0.02,0.01,-0.01
10.25,-0.16,0.05,-9.16,0.02,0.01,-0.01
10.30,-0.19,0.05,-9.16,0.02,0.00,-0.01
10.36,-0.16,0.02,-9.13,0.02,0.01,-0.01
10.41,-0.15,0.07,-9.15,0.01,0.01,-0.01
10.47,-0.15,0.05,-9.15,0.02,0.01,-0.01
10.52,-0.16,0.04,-9.15,0.02,0.00,-0.01
10.58,-0.17,0.02,-9.14,0.01,0.01,-0.01
10.64,-0.15,0.03,-9.14,0.02,0.01,-0.02
10.69,-0.16,0.03,-9.16,0.02,0.01,-0.01
10.75,-0.16,0.03,-9.17,0.02,0.01,-0.02
10.80,-0.16,0.03,-9.15,0.02,0.01,-0.01
10.86,-0.17,0.03,-9.17,0.02,0.00,-0.01
10.92,-0.16,0.04,-9.15,0.02,0.01,-0.01
