seconds_elapsed,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
3.12,-5.32,0.09,-7.54,0.02,-0.00,-0.01
3.18,-5.29,0.11,-7.57,0.02,0.01,-0.01
3.23,-5.33,0.09,-7.51,0.01,0.01,-0.01
3.29,-5.31,0.10,-7.51,0.01,-0.01,-0.01
3.34,-5.28,0.11,-7.52,0.02,0.01,-0.01
3.40,-5.33,0.11,-7.54,0.03,0.01,-0.01
3.46,-5.33,0.09,-7.53,0.03,0.01,-0.01
3.51,-5.31,0.10,-7.49,0.02,0.01,-0.01
3.57,-5.29,0.08,-7.51,0.02,-0.00,-0.01
3.62,-5.29,0.08,-7.52,0.01,-0.00,-0.01
3.68,-5.31,0.12,-7.52,0.01,0.01,-0.01
3.74,-5.30,0.10,-7.53,0.00,0.01,-0.01
3.79,-5.31,0.13,-7.55,-0.02,-0.01,-0.00
3.85,-5.30,0.11,-7.53,-0.05,-0.00,-0.00
3.90,-5.35,0.18,-7.45,-0.06,-0.02,0.00
3.96,-5.30,0.21,-7.48,0.00,0.00,0.00
4.01,-5.28,0.20,-7.53,0.02,0.00,-0.01
4.07,-5.30,0.22,-7.48,0.04,0.02,-0.01
4.12,-5.32,0.17,-7.46,0.07,0.02,-0.02
4.18,-5.33,0.12,-7.52,0.04,0.01,-0.01
4.24,-5.30,0.14,-7.53,0.02,0.00,-0.01
4.29,-5.29,0.16,-7.54,0.03,0.00,-0.01
4.35,-5.33,0.12,-7.51,0.05,0.00,-0.01
4.40,-5.32,0.11,-7.54,0.02,0.01,-0.01
4.46,-5.31,0.08,-7.49,0.02,-0.00,-0.01
4.51,-5.30,0.12,-7.50,0.03,0.00,-0.02
4.57,-5.29,0.08,-7.55,0.02,0.01,-0.01
4.62,-5.31,0.09,-7.51,0.01,0.01,-0.03
4.68,-5.28,0.10,-7.51,0.01,-0.00,-0.00
4.74,-5.30,0.12,-7.49,-0.00,0.00,-0.00
4.79,-5.34,0.10,-7.47,0.02,0.01,-0.01
4.85,-5.29,0.15,-7.48,0.04,0.00,-0.01
4.90,-5.31,0.10,-7.47,0.06,0.00,-0.02
4.96,-5.28,0.05,-7.50,0.02,0.01,-0.01
5.01,-5.32,0.06,-7.51,0.03,-0.00,-0.01
5.07,-5.27,0.08,-7.53,0.02,0.01,-0.01
5.13,-5.29,0.05,-7.54,0.05,0.00,-0.02
5.18,-5.25,0.08,-7.53,0.02,-0.00,-0.00
5.24,-5.30,0.03,-7.50,0.02,0.01,-0.00
5.29,-5.30,0.04,-7.50,0.03,-0.01,-0.00
5.35,-5.39,0.01,-7.49,0.04,-0.01,-0.00
5.41,-5.19,0.15,-7.65,0.03,0.00,0.01
5.46,-5.36,0.07,-7.47,0.03,0.05,-0.01
5.51,-5.46,0.03,-7.41,0.01,0.02,-0.01
5.57,-5.36,0.05,-7.47,0.04,-0.06,-0.01
5.63,-5.32,0.10,-7.58,-0.02,-0.00,-0.00
5.68,-5.31,0.01,-7.53,0.01,-0.01,-0.01
5.74,-5.30,0.03,-7.52,0.02,0.00,-0.01
5.79,-5.30,0.01,-7.53,0.02,0.01,-0.01
5.85,-5.32,0.04,-7.53,0.02,0.01,-0.01
5.91,-5.32,0.01,-7.52,0.02,0.01,-0.01
5.96,-5.31,0.03,-7.50,0.02,0.01,-0.00
6.02,-5.32,0.05,-7.52,0.02,0.01,-0.01
6.07,-5.33,0.04,-7.48,0.02,0.00,-0.01
6.13,-5.33,0.05,-7.51,0.02,0.01,-0.01
6.18,-5.35,0.05,-7.52,0.02,0.00,-0.01
6.24,-5.33,0.03,-7.50,0.02,0.01,-0.01
6.30,-5.36,0.05,-7.51,0.02,0.00,-0.01
6.35,-5.32,0.06,-7.50,0.02,0.00,-0.01
6.41,-5.33,0.05,-7.51,0.02,0.01,-0.01
6.46,-5.32,0.03,-7.53,0.02,0.00,-0.01
6.52,-5.32,0.04,-7.50,0.02,0.00,-0.01
6.57,-5.33,0.03,-7.51,0.02,0.00,-0.01
6.63,-5.34,0.06,-7.49,0.02,-0.00,-0.01
6.69,-5.33,0.03,-7.54,0.01,0.00,-0.01
6.74,-5.33,0.06,-7.52,0.02,0.01,-0.01
6.80,-5.32,0.02,-7.51,0.02,-0.00,-0.01
6.85,-5.34,0.06,-7.49,0.02,0.01,-0.01
6.91,-5.33,0.02,-7.52,0.01,-0.00,-0.01
6.96,-5.33,0.05,-7.47,0.02,0.01,-0.01
7.02,-5.33,0.01,-7.52,0.02,0.00,-0.01
7.07,-5.33,0.08,-7.49,0.02,0.00,-0.01
7.13,-5.32,0.04,-7.50,0.02,0.01,-0.01
7.19,-5.32,0.06,-7.51,0.02,0.00,-0.01
7.24,-5.32,0.04,-7.49,0.02,0.01,-0.01
7.30,-5.33,0.03,-7.49,0.02,0.00,-0.01
7.35,-5.33,0.04,-7.49,0.02,0.00,-0.01
7.41,-5.32,0.04,-7.50,0.02,0.00,-0.01
7.46,-5.33,0.04,-7.51,0.02,0.00,-0.00
7.52,-5.31,0.03,-7.50,0.02,0.01,-0.01
7.58,-5.35,0.05,-7.50,0.02,0.00,-0.01
7.63,-5.33,0.05,-7.50,0.02,0.01,-0.01
7.69,-5.33,0.04,-7.51,0.01,0.00,-0.00
7.74,-5.26,0.05,-7.47,0.01,0.01,0.01
7.80,-5.35,0.05,-7.50,0.03,0.00,-0.00
7.85,-5.31,0.05,-7.51,0.02,0.01,-0.00
7.91,-5.34,0.06,-7.55,0.02,0.01,-0.01
7.97,-5.32,0.04,-7.51,0.02,0.00,-0.00
8.02,-5.35,0.04,-7.53,0.02,0.01,-0.01
8.08,-5.33,0.04,-7.50,0.02,0.01,-0.01
8.13,-5.33,0.04,-7.49,0.02,0.01,-0.01
8.19,-5.31,0.04,-7.51,0.02,0.00,-0.01
8.24,-5.31,0.03,-7.50,0.02,0.01,-0.01
8.30,-5.33,0.08,-7.50,0.02,0.00,-0.01
8.35,-5.31,0.06,-7.52,0.02,0.01,-0.01
8.41,-5.34,0.06,-7.49,0.02,0.00,-0.01
8.47,-5.32,0.05,-7.49,0.02,0.00,-0.01
8.52,-5.33,0.05,-7.52,0.02,0.01,-0.01
8.58,-5.32,0.04,-7.50,0.02,0.00,-0.01
8.63,-5.33,0.06,-7.51,0.02,0.00,-0.01
8.69,-5.32,0.04,-7.50,0.02,0.01,-0.01
8.74,-5.32,0.03,-7.50,0.02,0.01,-0.01
8.80,-5.32,0.02,-7.51,0.02,0.01,-0.01
8.86,-5.30,0.05,-7.52,0.02,0.00,-0.01
8.91,-5.34,0.04,-7.49,0.02,0.00,-0.01
8.97,-5.32,0.05,-7.50,0.02,0.01,-0.01
9.02,-5.31,0.06,-7.47,0.02,0.01,-0.01
9.08,-5.35,0.05,-7.51,0.02,0.01,-0.01
9.13,-5.34,0.03,-7.49,0.02,0.00,-0.01
9.19,-5.32,0.05,-7.50,0.02,0.00,-0.01
9.25,-5.33,0.05,-7.52,0.02,0.00,-0.01
9.30,-5.36,0.06,-7.51,0.02,0.00,-0.01
9.36,-5.32,0.03,-7.50,0.02,0.00,-0.01
9.41,-5.32,0.04,-7.50,0.02,0.01,-0.01
9.47,-5.33,0.05,-7.47,0.02,0.01,-0.01
9.52,-5.34,0.06,-7.49,0.02,0.00,-0.01
9.58,-5.33,0.05,-7.51,0.02,0.01,-0.01
9.64,-5.33,0.05,-7.49,0.02,0.00,-0.01
9.69,-5.33,0.04,-7.49,0.02,0.00,-0.01
9.75,-5.32,0.06,-7.51,0.02,0.00,-0.01
9.80,-5.32,0.05,-7.50,0.02,0.01,-0.01
9.86,-5.34,0.04,-7.49,0.02,0.00,-0.01
9.91,-5.33,0.05,-7.51,0.02,0.00,-0.01
9.97,-5.33,0.06,-7.51,0.02,0.00,-0.01
10.02,-5.31,0.05,-7.50,0.02,0.00,-0.01
10.08,-5.31,0.05,-7.49,0.02,0.00,-0.01
10.14,-5.32,0.05,-7.49,0.02,0.01,-0.01
10.19,-5.32,0.05,-7.50,0.02,0.00,-0.01
10.25,-5.34,0.03,-7.50,0.02,0.00,-0.01
10.30,-5.33,0.05,-7.52,0.02,0.00,-0.01
10.36,-5.35,0.02,-7.49,0.02,0.01,-0.01
10.41,-5.31,0.05,-7.51,0.02,0.00,-0.01
10.47,-5.33,0.06,-7.51,0.02,0.01,-0.01
10.53,-5.32,0.05,-7.49,0.02,0.00,-0.01
10.58,-5.33,0.05,-7.50,0.02,0.01,-0.01
10.64,-5.31,0.05,-7.50,0.02,0.00,-0.01
10.69,-5.33,0.05,-7.49,0.02,0.00,-0.01
10.75,-5.33,0.06,-7.48,0.02,0.00,-0.01
10.80,-5.34,0.04,-7.49,0.02,0.01,-0.01
10.86,-5.33,0.05,-7.47,0.02,0.00,-0.01
10.92,-5.33,0.03,-7.51,0.02,0.01,-0.01
10.97,-5.34,0.05,-7.49,0.02,0.00,-0.01
11.03,-5.33,0.05,-7.50,0.02,0.00,-0.01
11.08,-5.33,0.06,-7.50,0.02,0.01,-0.01
